File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,RealBug,HeuBug,HeuBugCount,RealBugCount
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/LoadTest.java,0,3,36,1,0,1,0,1,1,3,0,0,1,1,20,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.54,3,10,1,8,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,2,0.5,0,1,1,1,37,0,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerLoadTest.java,0,3,38,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.69,3,10,1,8,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,39,0,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerParallelProducerLoadTest.java,0,3,38,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.69,3,10,1,8,0,1,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,39,0,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractAmqCommand.java,0,10,170,5,0,2,0,18,2,18,0,6,2,7,62,1,7,17,24,7,3,6,0,49,17,11,25,87,37,0.71,21,62,5,45,1,7,3,61,2,1,2,1,5,3.14285714285714,1,10,4.71428571428571,1,5,2.42857142857143,1,4,1.4,0,1,1,1,5,6,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractCommand.java,0,7,129,5,0,1,1,16,2,15,0,6,2,6,57,1,6,14,19,4,3,7,2,33,14,8,19,57,25,1,15,44,5,31,0,6,3,70,1,4,2,2,7,3.33333333333333,1,9,3.16666666666667,0,5,2.33333333333333,1,2,1.125,0,1,1,1,9,3,0.992248062015504,1,0,1,1,1,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractJmxCommand.java,0,7,134,5,0,1,1,16,2,13,0,5,2,7,56,1,7,15,19,7,2,6,0,31,15,7,19,64,26,0.88,15,45,5,29,0,7,2,76,2,5,1,1,8,4.14285714285714,2,10,3.14285714285714,1,9,2.71428571428571,1,2,1.11111111111111,0,1,1,1,3,5,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/AmqBrowseCommand.java,0,29,240,17,0,4,5,29,9,53,0,15,9,3,67,1,3,26,35,3,5,20,0,106,26,12,35,142,54,0.47,35,89,17,63,8,3,10,53,3,0,4,1,14,8.33333333333333,2,16,10,1,17,9.33333333333333,1,3,2.4,0,1,1,1,9,10,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/BrowseCommand.java,0,24,211,17,0,3,5,26,8,44,0,13,8,3,57,1,3,23,32,3,5,20,0,93,23,9,33,125,44,0.46,29,77,17,55,5,3,9,63,3,0,4,1,14,7.33333333333333,2,13,9,1,17,8.33333333333333,1,3,2.4,0,1,1,1,7,8,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/BstatCommand.java,0,21,73,3,0,3,0,3,3,32,0,9,3,1,25,1,1,3,11,1,1,3,0,30,3,3,11,41,11,0.61,7,22,3,19,2,1,3,100,4,0,0,1,1,1,1,6,6,6,3,3,3,2,2,2,0,0,0,0,0,0.671232876712329,0,0,2,0,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/Command.java,0,1,34,1,2,1,0,2,1,3,0,2,1,2,21,1,2,2,6,0,0,1,0,0,2,2,6,7,0,3,6,6,1,5,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,5,0,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/ListCommand.java,0,6,61,2,0,1,0,3,2,10,0,4,2,2,24,1,2,3,11,2,1,2,0,17,3,2,10,30,6,0.8,7,16,2,12,0,2,2,50,3,0,2,1,2,2,2,6,3.5,1,2,1.5,1,1,0.75,0,1,1,1,3,4,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/PurgeCommand.java,0,13,182,7,0,2,0,19,3,23,0,7,3,5,55,1,5,17,32,3,3,9,2,70,17,9,34,105,32,0.52,22,66,7,51,1,5,4,73,3,0,3,1,6,3.8,2,13,7.8,1,9,4,1,4,2.14285714285714,0,1,1,1,6,7,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/QueryCommand.java,0,28,227,18,0,4,1,25,7,42,0,10,7,3,49,1,3,22,38,3,4,21,0,122,22,13,35,157,50,0.31,21,85,18,63,3,3,8,46,3,1,2,1,8,5.33333333333333,2,15,7.66666666666667,1,22,8.66666666666667,1,2,1.6,0,1,1,1,8,9,0.964757709251101,1,0,1,1,1,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/ShellCommand.java,0,11,143,11,0,1,0,20,3,14,1,2,3,7,35,1,7,20,23,2,2,11,5,61,20,7,23,91,35,0.38,17,58,11,39,0,6,3,64,2,0,9,1,3,1.85714285714286,1,8,3.14285714285714,1,19,3.71428571428571,1,2,0.777777777777778,0,1,1,1,20,11,0.818181818181818,1,0,2,1,1,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/ShutdownCommand.java,0,16,167,8,0,2,0,14,4,27,0,8,4,4,51,1,4,14,25,4,2,8,0,63,14,9,25,96,34,0.53,20,59,8,45,2,4,4,62,3,0,2,1,4,2.75,2,14,7.25,1,8,3.5,1,4,2.5,0,1,1,1,7,8,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/StartCommand.java,0,10,176,5,0,2,1,14,2,16,0,5,2,7,54,2,7,14,25,3,3,5,4,67,14,11,25,103,30,0.52,21,55,5,39,1,7,2,75,2,0,3,2,5,2.28571428571429,0,7,3.14285714285714,1,6,2.28571428571429,1,4,1.4,0,1,1,1,3,4,1,1,0,1,1,0,TRUE,FALSE,0,1
activemq-console/src/main/java/org/apache/activemq/console/CommandContext.java,0,5,244,2,0,1,0,36,2,10,0,4,2,19,101,1,19,36,30,0,1,2,19,53,36,19,30,120,53,0.84,23,83,2,46,0,19,2,0,1,0,1,1,18,3.63157894736842,1,2,1.05263157894737,1,2,1.89473684210526,1,4,1.04545454545455,0,1,1,1,244,0,1,1,0,1,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/ConsoleCommandHandler.java,0,10,68,2,0,1,0,3,2,14,0,0,2,2,22,1,2,3,21,1,1,2,1,17,3,2,21,33,8,0.67,13,29,2,25,3,2,2,50,1,0,4,2,3,2.5,2,9,6.5,4,2,1.5,1,1,0.75,0,1,1,1,3,2,0.794117647058823,1,0,2,1,0,FALSE,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/AbstractQueryFilter.java,0,3,45,1,0,1,0,2,1,9,0,5,1,2,27,1,2,2,9,1,1,1,1,3,2,2,9,14,2,1.93,4,11,1,8,0,2,1,50,1,6,0,2,7,6.5,6,3,2.5,2,1,1,1,4,0.8,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,0,0
